,symbol,name,currency,summary,category_group,category,family,exchange,market
9047,EVOU.SW,BNP Paribas Easy Equity Low Vol US UCITS ETF Cap,EUR,"Rreplicate the performance of the BNP Paribas Equity Low Vol US TR index (Bloomberg: BNPIFLVU Index), including fluctuations, and to maintain the Tracking Error between the sub-fund and the index below 1%.",,,BNP Paribas Asset Management,EBS,ch_market
9151,EXFN.SW,iShares EURO STOXX 50 ex-Financials UCITS ETF EUR (Acc),CHF,"The fund aims to track the performance of the EURO STOXX 50? ex-Financials Index as closely as possible.
The ETF invests in physical index securities. The EURO STOXX 50? ex-Financials Index offers exposure to the largest stocks in the Euro zone, excluding companies that are allocated to the industry Â¡Â®FinancialsÂ¡Â¯ according to the ICB (Industry Classification Benchmark). The index is free float market capitalisation weighted (free float market capitalization is the market value of a companyÂ¡Â¯s readily available outstanding shares). iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",,,BlackRock Asset Management,EBS,ch_market
9306,EXSB.SW,iShares DivDAX UCITS ETF (DE),CHF,"iShares DivDAXÂ® (DE) is an exchange traded fund (ETF) that aims to track the performance of the DivDAXÂ® Index as closely as possible. The ETF invests in physical index securities. The DivDAXÂ® Index offers exposure to the 15 stocks with the highest dividend yield within the DAXÂ® Index. The DAXÂ® Index consists of the 30 largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange. Companies qualify if they are either domiciled in Germany or a minimum of 33% of their stock turnover is traded of the Frankfurt Stock Exchange and they are domiciled in an EU or EFTA country. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",,,BlackRock Asset Management,EBS,ch_market
9799,FACH.SW,Invesco US High Yield Fallen Angels UCITS ETF (CHF Hdg),CHF,"The investment objective of the Fund is to provide investors with investment results which, before expenses, correspond to the price and yield performance of the Index.",,,Invesco Investment Management,EBS,ch_market
9967,FEMC.SW,Fidelity EM Quality Income ETF,CHF,,,,,EBS,ch_market
9973,FEMR-USD.SW,Fidelity SRE EM Equity ETF,USD,,,,,EBS,ch_market
9975,FEMR.SW,Fidelity Ucits Icav - Fidelity Sustainable Research Enhanced Emerging Markets Equity Ucits Etf Fund,CHF,,,,,EBS,ch_market
10066,FGLR-USD.SW,Fidelity SRE Global Equity ETF,USD,,,,,EBS,ch_market
10158,FGQC.SW,Fidelity Global Quality Income UCITS ETF CHF Hedged Inc,CHF,"The investment objective of the Sub-Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects, before fees and expenses, the return of the Index (or such other index determined by the Directors from time to time as being able to track substantially the same market as the Index).",,,Fidelity Investments,EBS,ch_market
10159,FGQD-USD.SW,Fidelity Glb Qual Inc ETF,USD,,,,,EBS,ch_market
10161,FGQD.SW,Fidelity Global Quality Income ETF Inc,CHF,"The fund&#39;s?objective is to provide investors with a total return, taking into account both capital and income returns, which reflects, before fees and expenses, the return of the Fidelity?Global Quality Income Index. For full details of the objectives please refer to the Key Investor Information Document (KIID)?and the Prospectus.",,,Fidelity Investments,EBS,ch_market
10964,FIND.SW,MULTI-UNITS LUXEMBOURG - Lyxor STOXX Europe 600 Financial Services UCITS ETF 2,CHF,"The investment objective of Lyxor Index Fund â Lyxor Stoxx Europe 600 Financial Services UCITS ETF (the âSubFundâ)
is to track the upward and the downward evolution of the STOXXÂ® Europe 600 Financial Services Net Total
Return index (the âIndexâ) denominated in Euros and representative of the performance of large European companies in
the financial services sector, while minimising the volatility of the difference between the return of the Sub-Fund and the
return of the Index.
The anticipated level of the Tracking error under normal market conditions is expected to be 0.50%.",,,Lyxor International Asset Management,EBS,ch_market
11779,FLEQ.SW,Franklin LibertyQ European Equity UCITS ETF,EUR,"The objective of the Sub-Fund is to provide exposure to large and mid-capitalisation stocks in Europe. In order to seek to achieve the Sub-Fundâs investment objective, the Investment Manager will aim to replicate the Index by holding all of the Index Securities in a similar proportion to their weighting in the Index. However, where full replication of the Index is not reasonably possible (for example as a result of the number of securities or the illiquidity of certain securities within the Index), the Sub-Fund will use the optimisation methodology to select Index Securities in order to build a representative portfolio that provides a return that is comparable to that of the Index but which may not track the Index with the same degree of accuracy as an investment vehicle replicating the entire Index may. Consequently, the Sub-Fund may, over certain periods, only hold a sub-set of the Index Securities.",,,Franklink Templeton Investments,EBS,ch_market
11823,FLOT.SW,iShares II Public Limited Company - iShares $ Floating Rate Bond UCITS ETF,USD,,,,,EBS,ch_market
11828,FLQA.SW,Franklin Libertyshares ICAV - Franklin Libertyq Ac Asia Ex Japan Ucits Etf,USD,,,,,EBS,ch_market
11875,FLWR.SW,Rize UCITS ICAV - Rize Medical Cannabis &amp; Life Sci ETF,CHF,The investment objective of the Fund is to provide exposure to publicly-listed companies that are involved in the medical cannabis and cannabis-related life sciences industry,,,Davy Global Fund Management,EBS,ch_market
11887,FLXB.SW,Franklin FTSE Brazil UCITS ETF,USD,The objective of the Sub-Fund is to provide exposure to large and midcapitalisation stocks in Brazil.,,,Franklink Templeton Investments,EBS,ch_market
11895,FLXC.SW,Franklin FTSE China UCITS ETF,USD,The objective of the Sub-Fund is to provide exposure to large and midcapitalisation stocks in China.,,,Franklink Templeton Investments,EBS,ch_market
11903,FLXD.SW,Franklin LibertyQ European Dividend UCITS ETF,EUR,Franklin LibertyQ European Dividend UCITS ETF is a sub-fund of the Franklin LibertyShare ICAV. The sub fund seeks to provide exposure to high quality large and mid-capitalisation stocks with high and persistent dividend income in developed countries in Europe.,,,Franklink Templeton Investments,EBS,ch_market
11904,FLXE-USD.SW,Frk LQ Emerging Mkts UCITS ETF,USD,,,,,EBS,ch_market
11911,FLXE.SW,Franklin Libertyshares Icav - Franklin LibertyQ Emerging Markets Ucits Etf,CHF,,,,,EBS,ch_market
11913,FLXG-USD.SW,FLQ Global Eqty UCITS ETF,USD,,,,,EBS,ch_market
11929,FLXI.SW,Franklin FTSE India UCITS ETF,USD,The objective of the Sub-Fund is to provide exposure to large and midcapitalisation stocks in India.,,,Franklink Templeton Investments,EBS,ch_market
11937,FLXK.SW,Franklin Libertyshares ICAV - Franklin Ftse Korea Ucits ETF,USD,The objective of the Sub-Fund is to provide exposure to large and midcapitalisation stocks in South Korea.,,,Franklink Templeton Investments,EBS,ch_market
11943,FLXU-USD.SW,Frk LQ US Equity UCITS ETF,USD,,,,,EBS,ch_market
11950,FLXU.SW,Franklin LibertyQ U.S. Equity UCITS ETF,CHF,Franklin LibertyQ U.S. Equity UCITS ETF is a sub-fund of the Franklin LibertyShare ICAV. The sub fund seeks to provide exposure to large and mid-capitalisation stocks in the U.S.,,,Franklink Templeton Investments,EBS,ch_market
11959,FLXX.SW,Franklin LibertyShares ICAV - Franklin LibertyQ Global Dividend UCITS ETF,USD,,,,,EBS,ch_market
12077,FOOD.SW,Lyxor Index Fund - Lyxor Stoxx Europe 600 Food & Beverage UCITS ETF,CHF,,,,,EBS,ch_market
12564,FSEM-USD.SW,FIDELITY SUS USD EM BD - Inc,USD,,,,,EBS,ch_market
12566,FSEM.SW,Fidelity Ucits II ICAV - Fidelity Sustainable USD Em Bond Ucits ETF,CHF,,,,,EBS,ch_market
12575,FSMF-USD.SW,FIDELITY SUS G CORP MF -INC,USD,,,,,EBS,ch_market
12577,FSMF.SW,Fidelity Ucits II ICAV - Fidelity Sustainable Global Corporate Bond Multifactor Ucits ETF,CHF,,,,,EBS,ch_market
12721,FTAD.SW,SPDR FTSE UK All Share UCITS ETF GBP (Dist),CHF,"The investment seeks to replicate, net of expenses, the FTSE All-Share Index.
 The fund will invest majority of the assets into the shares comprise the index. The index is a market capitalisation weighted index representing the performance of equities of all eligible companies listed on the London Stock Exchange&#39;s main market, which pass screening for size and liquidity, in accordance with the Index methodology. The FTSE All-Share Index covers the combined universes of the FTSE 100, FTSE 250 and FTSE Small Cap Index and covers approximately 98% of the market capitalisation of the UK market.",,,State Street Global Advisors,EBS,ch_market
12725,FTAL.SW,SPDR FTSE UK All Share UCITS ETF Acc,CHF,"The investment seeks to replicate, net of expenses, the FTSE All-Share Index.
 The fund will invest majority of the assets into the shares comprise the index. The index is a market capitalisation weighted index representing the performance of equities of all eligible companies listed on the London Stock Exchange&#39;s main market, which pass screening for size and liquidity, in accordance with the Index methodology. The FTSE All-Share Index covers the combined universes of the FTSE 100, FTSE 250 and FTSE Small Cap Index and covers approximately 98% of the market capitalisation of the UK market.",,,State Street Global Advisors,EBS,ch_market
12800,FUSC-USD.SW,Fidelity US Qual Income-Acc,USD,,,,,EBS,ch_market
12801,FUSC.SW,Fidelity US Quality Income ETF Acc,CHF,"The fund&#39;s objective is to provide investors with?a total return, taking into account both capital and income returns, which reflects, before fees and expenses, the return of the?Fidelity?US Quality Income Index. For full details of the objectives please refer to the Key Investor Information Document (KIID)?and the Prospectus.",,,Fidelity Investments,EBS,ch_market
12807,FUSD.SW,Fidelity US Quality Income ETF Inc,USD,"The fund&#39;s objective is to provide investors with?a total return, taking into account both capital and income returns, which reflects, before fees and expenses, the return of the?Fidelity?US Quality Income Index. For full details of the objectives please refer to the Key Investor Information Document (KIID)?and the Prospectus.",,,Fidelity Investments,EBS,ch_market
12891,FXC.SW,iShares Public Limited Company - iShares China Large Cap UCITS ETF,USD,,,,,EBS,ch_market
13265,GBRE.SW,SPDR Dow Jones Global Real Estate UCITS ETF,CHF,The objective of the SPDR Dow Jones Global Real Estate ETF is to track the performance of the global listed real estate securities market. It aims to do this by tracking the Dow Jones Global Select Real Estate Securities Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
13289,GCLE.SW,Invesco Markets II Plc - Invesco Global Clean Energy Ucits ETF,USD,,,,,EBS,ch_market
13297,GCVB.SW,SPDR Refinitiv Global Convertible Bond UCITS ETF,CHF,The objective of the SPDR Thomson Reuters Global Convertible Bond UCITS ETF is to track the performance of the investable global convertible bond market. It aims to do this by tracking the Thomson Reuters Qualified Global Convertible Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
13298,GCVC.SW,SPDR Refinitiv Global Convertible Bond CHF Hdg UCITS ETF (Acc),CHF,The objective of the SPDR Thomson Reuters Global Convertible Bond UCITS ETF is to track the performance of the investable global convertible bond market. It aims to do this by tracking the Thomson Reuters Qualified Global Convertible Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
13300,GCVE.SW,Refinitiv Qualified Global Convertible Monthly Hedged (EUR) Index,EUR,The objective of the SPDR Thomson Reuters Global Convertible Bond UCITS ETF is to track the performance of the investable global convertible bond market. It aims to do this by tracking the Thomson Reuters Qualified Global Convertible Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
13306,GDIG.SW,VanEck Vectors Global Mining UCITS ETF A USD,CHF,VanEck Vectors Global Mining UCITS ETF (GDIG) is a UCITS-compliant exchange-traded fund that invests in a portfolio of equity securities with the aim of providing investment returns that closely track the performance of the EMIX Global Mining Constrained Weights Index.,,,VanEck Asset Management,EBS,ch_market
13317,GDX.SW,VanEck Vectors Gold Miners UCITS ETF,CHF,"The Fund&#39;s investment objective is to track, before fees and expenses, the price and yield performance of the NYSE Arca Gold Miners Index (the Index). In order to seek to achieve its investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consists of all or substantially all of the component securities of the Index. The Index is a modified market capitalisation weighted index primarily comprised of publicly traded companies involved in the mining for gold and silver. The weight of companies whose revenues are more significantly exposed to silver mining will not exceed 20% of the Index. Furthermore, at each quarterly review, the weight of any single component stock may not account for more than 20% of the total value of the Index.",,,VanEck Asset Management,EBS,ch_market
13323,GDXJ.SW,VanEck Vectors Junior Gold Miners UCITS ETF,CHF,"The Fund&#39;s investment objective is to track, before fees and expenses, the price and yield performance of the MVISÂ® Global Junior Gold Miners Index (the Index). In order to seek to achieve its investment objective, the Investment Manager will normally use a replication strategy by investing directly in the underlying equity securities of the Index, being the stock, ADRs and GDRs issued by gold and silver small market capitalisation mining companies. In so doing, the Fund may invest up to 20% of its Net Asset Value in securities issued by the same body. This limit may be raised to 35% for a single issuer when exceptional market conditions apply which may include the dominance of a particular issuer in the relevant market. Where it is not practical or cost efficient for the Fund to fully replicate its Index, the Investment Manager may utilise an optimised sampling methodology.",,,VanEck Asset Management,EBS,ch_market
13336,GENDED-USD.SW,UBSETF GLOBAL GENDER USD DIS,USD,,,,,EBS,ch_market
13338,GENDED.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF USD A Dis,CHF,The UBS (Irl) ETF plc â Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13340,GENDEE.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF Hedged EUR A Acc,EUR,The UBS (Irl) ETF plc – Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13341,GENDEG.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF Hedged GBP A Acc,GBP,The UBS (Irl) ETF plc – Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13342,GENDER.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF USD A Acc,USD,The UBS (Irl) ETF plc – Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13343,GENDES.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF Hedged CHF A Acc,CHF,The UBS (Irl) ETF plc â Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13344,GENDET.SW,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF Hedged CHF A Dis,CHF,The UBS (Irl) ETF plc â Global Gender Equality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of this share class is to deliver the performance of the Solactive Equileap Global Gender Equality 100 Leaders Net Total Return Index and allow intraday trading.,,,UBS Asset Management,EBS,ch_market
13345,GENDEW-USD.SW,UBSETF GLOBAL GENDER H-USD ACC,USD,,,,,EBS,ch_market
13366,GFAA.SW,VanEck Vectors Global Fallen Angel High Yield Bond UCITS ETF A USD,CHF,VanEck Vectors Global Fallen Angel High Yield Bond UCITS ETF is a UCITS-compliant exchange-traded fund that invests in a portfolio of bond securities with the aim of providing investment returns that closely track the performance of the ICE BofAML Global Fallen Angel High Yield Index.,,,VanEck Asset Management,EBS,ch_market
13373,GGMUSY-USD.SW,UBSETF GLOBAL GOLD MIN USD DIS,USD,,,,,EBS,ch_market
13374,GGMUSY.SW,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,CHF,"The fund seeks to replicate, net of expenses, the Solactive Global Pure Gold Miners Net Total Return Index.
 The index tracks the equity market performance of the largest listed companies
generating at least 90% of their revenues in gold mining.",,,UBS Asset Management,EBS,ch_market
13382,GGRA.SW,WisdomTree Issuer ICAV - WisdomTree Global Quality Dividend Growth UCITS ETF,USD,,,,,EBS,ch_market
13388,GGRW.SW,WisdomTree Issuer ICAV - WisdomTree Global Quality Dividend Growth UCITS ETF,USD,,,,,EBS,ch_market
13525,GHYC.SW,iShares Global High Yield Corp Bond CHF Hedged UCITS ETF (Dist),CHF,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx Global Developed Markets Liquid High Yield Capped (CHF Hedged) Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that, as far as possible and practicable, consist of the component securities of the Markit iBoxx Global Developed Markets Liquid High Yield Capped Index (which make up the fixed income component of the Markit iBoxx Global Developed Markets Liquid High Yield Capped (CHF Hedged) Index) and foreign exchange forward contracts that, as far as possible and practicable, track the hedging methodology of the Markit iBoxx Global Developed Markets Liquid High Yield Capped (CHF Hedged) Index, this Fundâs Benchmark Index.",,,BlackRock Asset Management,EBS,ch_market
13533,GHYU.SW,Lyxor Index Fund - Lyxor Global High Yield Sustainable Exposure UCITS ETF Acc,CHF,The investment objective of Lyxor Index Fund â Lyxor Global High Yield Sustainable Exposure UCITS ETF (the âSubFundâ) is to track both the upward and the downward evolution of the Bloomberg Barclays MSCI Global Corporate High Yield SRI Sustainable Index (the â Indexâ) denominated in US Dollar and representative of the performance of the high yield corporate bond market - while minimizing the volatility of the difference between the return of the Sub-Fund and the return of the Index (the âTracking Errorâ).,,,Lyxor International Asset Management,EBS,ch_market
13567,GISE.SW,Multi Units Luxembourg - Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF,EUR,,,,,EBS,ch_market
13571,GIST.SW,Multi Units Luxembourg - Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF,CHF,Thee investment objective of Multi Units Luxembourg - Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF is to reflct the performance of the Bloomberg Barclays Global inflation-Linked 1-10 Year Index denimianted in USD and representative of the government local currency inflation-linked debt from developed marketcountries - while minimising the volatility of the difference between the returnof the sub-fund and the return of the Benchmark index.,,,Lyxor International Asset Management,EBS,ch_market
13649,GLAB.SW,SSGA SPDR ETFs Europe I Plc - Bloomberg Barckays Global Aggregate Ucits ETF Fund,GBP,,,,,EBS,ch_market
13650,GLAC.SW,SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF CHF Hedged,CHF,The objective of the Fund is to track the performance of global markets for investment grade (high quality) fixed-rate debt securities.,,,State Street Global Advisors,EBS,ch_market
13653,GLAE.SW,SSGA SPDR ETFs Europe I Plc - Bloomberg Barckays Global Aggregate Ucits ETF Fund,EUR,,,,,EBS,ch_market
13656,GLAG.SW,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Barclays Global Aggregate Bond UCITS ETF,USD,,,,,EBS,ch_market
13658,GLAU.SW,SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF USD Hedged,USD,The objective of the Fund is to track the performance of global markets for investment grade (high quality) fixed-rate debt securities.,,,State Street Global Advisors,EBS,ch_market
13677,GLDV.SW,SPDR S&amp;P Global Dividend Aristocrats UCITS ETF,CHF,"The objective of the SPDR S&P Global Dividend Aristocrats UCITS ETF is to track the performance of high dividend yielding equities globally.
It aims to do this by tracking the performance of the S&P Global Dividend Aristocrats Quality Income Index as closely as possible.",,,State Street Global Advisors,EBS,ch_market
13679,GLDVD.SW,UBS (Irl) ETF Public Limited Company - DJ Global Select Dividend UCITS ETF,USD,,,,,EBS,ch_market
13688,GLRA.SW,SPDR Dow Jones Global Real Estate UCITS ETF USD Cap,CHF,The objective of the SPDR Dow Jones Global Real Estate ETF is to track the performance of the global listed real estate securities market. It aims to do this by tracking the Dow Jones Global Select Real Estate Securities Index as closely as possible.,,,State Street Global Advisors,EBS,ch_market
13702,GLUG.SW,L&amp;G Clean Water UCITS ETF,CHF,The investment objective of the L&G Clean Water UCITS ETF (the âFundâ) is to provide exposure to the global clean water industry.,,,LGIM Managers,EBS,ch_market
13710,GLUX.SW,Amundi Index Solutions - Amundi S&amp;P Global Luxury ETF-C EUR,EUR,"To track the performance of S&P Global Luxury Index, and to minimize
the tracking error between the net asset value of the sub-fund and the
performance of the Index.",,,Amundi Asset Management,EBS,ch_market
13791,GOAI.SW,Amundi Index Solutions - Amundi Stoxx Global Artificial Intelligence UCITS ETF,USD,"To track the performance of STOXX AI Global Artificial Intelligence
ADTV5 Index (the ""Index""), and to minimize the tracking error between
the net asset value of the sub-fund and the performance of the Index.",,,Amundi Asset Management,EBS,ch_market
13796,GOAT.SW,VanEck Vectors Morningstar Global Wide Moat UCITS ETF A USD,CHF,"The Fund&#39;s investment objective is to replicate, before fees and expenses, the MorningstarÂ® Global Wide Moat Focus IndexSM (the Index). For a further description of the Index see the section entitled Information on the Index below.",,,VanEck Asset Management,EBS,ch_market
13809,GOVD.SW,Lyxor Core Global Government Bond (DR) UCITS ETF GBP,CHF,"The investment objective of MULTI UNITS LUXEMBOURG â Lyxor Core Global Government Bond (DR) UCITS ETF (the âSub-Fundâ) is to reflect the performance of the FTSE World Government Bond Index - Developed Markets â Mid Priced (the ""Benchmark Index"") denominated in US Dollar, while minimizing the volatility of the difference between the return of the Sub-Fund and the return of the Benchmark Index (the âTracking Errorâ).",,,Lyxor International Asset Management,EBS,ch_market
13826,GPAB.SW,Lyxor S&amp;P Global Developed Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc,CHF,"The investment objective of the MULTI UNITS
LUXEMBOURG â Lyxor S&P Global Developed
Paris-Aligned Climate (EU PAB) (DR) UCITS ETF (the
âSub-Fundâ) is to track both the upward and the downward
evolution of the S&P Developed ex-Korea LargeMidCap
Paris-Aligned Climate Net Total Return Index (the âIndexâ),
denominated in US Dollars, and representative of the
performance of eligible equity securities from the S&P
Developed ex-Korea LargeMidCap Index (the âParent
Indexâ) selected and weighted to be collectively compatible
with a 1.5Â°C global warming climate scenario, while
minimizing the volatility of the difference between the return
of the Sub-Fund and the return of the Index (the âTracking
Errorâ).",,,Lyxor International Asset Management,EBS,ch_market
13901,GREIT.SW,Credit Suisse Index Fund Ie ETF ICAV - CSIF Ie Ftse Epra Nareit Developed Green Blue Ucits ETF,USD,,,,Credit Suisse Asset Management,EBS,ch_market
13963,GSCE.SW,BNP Paribas Easy Energy & Metals Enhanced Roll,EUR,,,,BNP Paribas Asset Management,EBS,ch_market
13964,GSCID.SW,S&amp;P GSCI Energy&amp;Metals Capped Component 35/20 THEAM Easy UCITS ETF A Capitalisation,USD,"The Fund&#39;s objective is to achieve a return comparable to the S&P GSCIÂ® Energy & Metals Capped Component 35/20 Total Return Index. In this respect, the Manager will use a method consisting in the synthetic replication of the Benchmark Index.",,,BNP Paribas Asset Management,EBS,ch_market
13966,GSCU.SW,BNP Paribas Easy Energy & Metals Enhanced Roll,USD,,,,BNP Paribas Asset Management,EBS,ch_market
13975,GSEM.SW,Goldman Sachs ETF ICAV - Goldman Sachs Activebeta(R) Emerging Markets Equity UCITS ETF,USD,,,,,EBS,ch_market
13989,GSLC.SW,Goldman Sachs ActiveBeta US Large Cap Equity UCITS ETF USD Acc,USD,"The Sub-Fund seeks to provide investment results that closely correspond, before fees and expenses to the performance of the Index.",,,Goldman Sachs Asset Management,EBS,ch_market
14447,H500.SW,Amundi Index Solutions - Amundi ETF S&P 500,EUR,,,,Amundi Asset Management,EBS,ch_market
14450,H50E.SW,HSBC EURO STOXX 50 UCITS ETF,EUR,"The investment objective of the Fund is to replicate the performance of the EURO STOXX 50Â® Index (the âIndexâ), while minimizing as far as possible the tracking error between the Fundâs performance and that of the Index. The Index is a market-capitalization weighted index designed to measure the performance of the 50 largest publicly listed companies in the European Monetary Union. In seeking to achieve its investment objective, the Fund will aim to invest in the constituents of the Index in generally the same proportions in which they are included in the Index.",,,HSBC Investment Funds,EBS,ch_market
14556,HAAP.SW,VanEck Vectors Natural Resources UCITS ETF,CHF,"The Fundâs investment objective is to replicate, before fees and expenses, the price and yield performance of the VanEckâ¢ Natural Resources Index (the Index). For a further description of the Index see the section entitled Information on the Index below.",,,VanEck Asset Management,EBS,ch_market
14604,HBRL.SW,HSBC MSCI Brazil UCITS ETF,USD,"The investment objective of the Fund is to replicate the performance of the MSCI Brazil Index (the âIndexâ), while minimizing as far as possible the tracking error between the Fundâs performance and that of the Index. The Index is a market-capitalization weighted index designed to measure the performance of the largest publicly listed companies in Brazil, as defined by the Index Provider. Brazilian equity markets are considered to be emerging markets and accordingly are subject to specific risk factors. In seeking to achieve its investment objective, the Fund will aim to invest in the constituents of the Index in generally the same proportions in which they are included in the Index.",,,HSBC Investment Funds,EBS,ch_market
14613,HCAN.SW,HSBC ETFs Public Limited Company - HSBC MSCI Canada UCITS ETF,CAD,,,,,EBS,ch_market
14623,HDCH.SW,Invesco S&amp;P 500 High Dividend Low Volatility UCITS ETF (CHF Hdg),CHF,"The investment objective of the Fund is to generate income, together with capital growth which, before expenses, would correspond to, or track, the return on the Index. The Fund aims to provide investors with a broad exposure to U.S. companies that historically have provided high dividend yields with lower volatility.",,,Invesco Investment Management,EBS,ch_market
14643,HDLV.SW,Invesco S&amp;P 500 High Dividend Low Volatility UCITS ETF,USD,"The fund aims to provide investors with investment results which, before expenses, correspond to the price and yield performance of the S&P 500® Low Volatility High Dividend Net Total Return Index (a dual-factor index) in US dollar terms by holding, as far as practicable, all of the Index’s constituents in their respective weighting. The index constituent universe is reviewed twice a year in January and July.",,,Invesco Investment Management,EBS,ch_market
14657,HEAL.SW,iShares IV Public Limited Company - iShares Healthcare Innovation UCITS ETF,USD,,,,,EBS,ch_market
14661,HEDD.SW,WisdomTree Europe Equity UCITS ETF - CHF Hedged Acc,CHF,"The Fund seeks to track the price and yield performance, before fees and expenses of the WisdomTree Europe Equity Index.",,,WisdomTree Asset Management,EBS,ch_market
14664,HEDF.SW,WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF,EUR,,,,,EBS,ch_market
14670,HEDJ.SW,WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF,USD,,,,,EBS,ch_market
14672,HEDK.SW,WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF,USD,,,,,EBS,ch_market
14773,HIDR.SW,HSBC MSCI Indonesia UCITS ETF,USD,"The investment objective of the Fund is to replicate the performance of the MSCI Indonesia Index (the âIndexâ), while minimizing as far as possible the tracking error between the Fundâs performance and that of the Index. The Index is a market-capitalization weighted index designed to measure the performance of the largest publicly listed companies in Indonesia, as defined by the Index Provider. Indonesian equity markets are considered to be emerging markets and accordingly, are subject to the specific risk factors. In seeking to achieve its investment objective, the Fund will aim to invest in the constituents of the Index in generally the same proportions in which they are included in the Index.",,,HSBC Investment Funds,EBS,ch_market
14776,HIGH.SW,iShares Public Limited Company - iShares Euro High Yield Corp Bond UCITS ETF,EUR,,,,,EBS,ch_market
